take,Facebook,Google,Other,referal,website
61003,1,0,0,0,1,0
61004,0,0,0,0,0,0
61005,0,1,0,0,0,0
61006,0,0,0,0,1,0
61007,0,0,0,1,0,0
61008,0,0,0,0,0,1
61009,1,0,0,0,0,0
61010,0,0,0,0,0,0
61011,1,0,1,0,0,0
61012,1,1,0,0,0,0
61013,0,1,0,0,0,0
61014,1,0,0,0,1,0
61015,0,0,0,0,0,0
61016,1,0,0,1,0,0
61017,1,1,0,0,0,0
61018,0,0,0,1,0,0
61019,1,0,1,0,0,0
61020,0,0,0,0,0,1
61021,1,0,0,0,1,0
61022,1,0,0,0,0,0
61023,1,1,0,0,0,0
61024,0,0,0,0,0,1
61025,1,0,0,0,0,1
61026,1,0,0,1,0,0
61027,0,0,0,0,0,0
61028,0,0,0,0,0,0
61029,1,0,0,1,0,0
61030,0,1,0,0,0,0
61031,1,0,1,0,0,0
61032,1,0,1,0,0,0
61033,0,1,0,0,0,0
61034,0,0,0,0,1,0
61035,0,0,1,0,0,0
61036,0,0,0,0,0,0
61037,1,0,0,0,1,0
61038,1,0,0,1,0,0
61039,1,0,0,0,1,0
61040,0,0,0,1,0,0
61041,1,0,0,0,0,0
61042,1,0,0,0,0,1
61043,1,0,0,0,1,0
61044,1,0,0,0,0,0
61045,1,0,0,0,0,0
61046,0,0,0,0,0,0
61047,0,0,0,1,0,0
61048,0,0,0,0,0,0
61049,1,0,0,1,0,0
61050,1,0,1,0,0,0
61051,1,1,0,0,0,0
61052,0,0,0,0,0,1
61053,1,0,0,0,0,0
61054,0,0,1,0,0,0
61055,1,0,0,1,0,0
61056,1,0,0,0,1,0
61057,0,0,0,0,1,0
61058,1,0,0,1,0,0
61059,1,0,0,0,0,1
61060,0,0,0,0,0,0
61061,0,0,0,0,0,0
61062,1,0,0,0,1,0
61063,1,0,0,0,0,0
61064,1,0,0,1,0,0
61065,1,0,0,0,1,0
61066,0,0,0,0,1,0
61067,0,0,1,0,0,0
61068,0,0,0,0,1,0
61069,1,0,0,0,0,1
61070,0,0,0,0,0,0
61071,0,0,0,0,0,1
61072,0,0,0,0,0,0
61073,0,0,0,0,0,1
61074,0,0,1,0,0,0
61075,0,0,0,0,0,1
61076,0,0,0,0,0,1
61077,0,0,0,0,0,0
61078,0,0,1,0,0,0
61079,0,0,0,0,1,0
61080,1,1,0,0,0,0
61081,0,0,0,0,0,1
61082,0,0,0,1,0,0
61083,0,1,0,0,0,0
61084,1,0,0,0,1,0
61085,0,0,0,1,0,0
61086,1,0,0,0,1,0
61087,1,0,0,0,0,0
61088,0,0,0,0,0,1
61089,1,0,0,0,0,0
61090,0,1,0,0,0,0
61091,0,0,0,0,1,0
61092,1,1,0,0,0,0
61093,1,0,1,0,0,0
61094,0,1,0,0,0,0
61095,0,0,0,1,0,0
61096,0,0,1,0,0,0
61097,0,1,0,0,0,0
61098,0,0,0,0,0,0
61099,1,1,0,0,0,0
61100,0,1,0,0,0,0
61101,0,0,0,0,1,0
61102,0,1,0,0,0,0
61103,0,0,0,0,0,0
61104,1,0,1,0,0,0
61105,0,0,1,0,0,0
61106,0,0,0,0,0,0
61107,0,0,0,0,1,0
61108,0,0,0,0,0,1
61109,0,0,0,0,1,0
61110,0,0,0,0,0,1
61111,0,1,0,0,0,0
61112,1,0,0,0,0,0
61113,0,1,0,0,0,0
61114,0,0,1,0,0,0
61115,0,0,0,0,0,1
61116,1,0,0,0,0,1
61117,1,0,1,0,0,0
61118,0,0,1,0,0,0
61119,1,0,0,0,0,0
61120,0,0,0,0,0,1
61121,1,0,0,0,1,0
61122,0,0,0,0,1,0
61123,1,0,0,0,0,1
61124,1,0,0,0,1,0
61125,0,0,0,0,0,0
61126,0,0,1,0,0,0
61127,0,0,0,0,0,1
61128,0,0,0,1,0,0
61129,0,1,0,0,0,0
61130,0,0,0,0,0,0
61131,0,1,0,0,0,0
61132,0,0,0,0,0,0
61133,0,0,0,0,1,0
61134,0,0,0,0,0,1
61135,0,0,0,0,0,0
61136,0,1,0,0,0,0
61137,0,1,0,0,0,0
61138,0,0,0,1,0,0
61139,0,0,0,0,1,0
61140,0,0,1,0,0,0
61141,1,0,0,0,0,0
61142,0,0,0,0,0,0
61143,0,0,0,0,0,1
61144,0,1,0,0,0,0
61145,0,0,0,0,0,1
61146,0,0,0,0,0,0
61147,1,0,0,0,1,0
61148,0,0,1,0,0,0
61149,0,0,0,0,0,1
61150,0,0,0,0,0,0
61151,1,0,0,1,0,0
61152,1,0,0,1,0,0
61153,0,0,0,1,0,0
61154,1,0,0,0,0,0
61155,0,0,0,1,0,0
61156,0,1,0,0,0,0
61157,0,0,0,0,0,1
61158,1,0,0,1,0,0
61159,0,1,0,0,0,0
61160,0,0,0,0,0,1
61161,0,0,0,0,1,0
61162,1,1,0,0,0,0
61163,0,0,1,0,0,0
61164,0,0,1,0,0,0
61165,1,0,0,0,1,0
61166,0,0,0,0,0,1
61167,0,0,0,1,0,0
61168,0,1,0,0,0,0
61169,0,1,0,0,0,0
61170,0,0,0,0,1,0
61171,0,0,0,0,0,0
61172,0,0,0,0,0,0
61173,1,0,0,0,1,0
61174,1,0,0,0,0,1
61175,0,0,1,0,0,0
61176,1,0,0,0,0,0
61177,1,0,0,0,1,0
61178,0,0,0,0,0,0
61179,1,0,0,0,1,0
61180,0,1,0,0,0,0
61181,1,0,1,0,0,0
61182,1,0,0,0,1,0
61183,1,0,0,1,0,0
61184,1,0,0,0,1,0
61185,0,0,0,0,0,0
61186,1,1,0,0,0,0
61187,0,0,0,0,1,0
61188,0,1,0,0,0,0
61189,1,0,0,0,0,1
61190,0,0,0,1,0,0
61191,0,0,0,0,1,0
61192,1,0,0,1,0,0
61193,1,0,0,0,0,1
61194,0,0,0,0,0,0
61195,1,0,0,0,0,1
61196,1,0,0,1,0,0
61197,0,0,0,1,0,0
61198,1,1,0,0,0,0
61199,1,1,0,0,0,0
61200,1,0,0,0,0,0
61201,0,0,0,1,0,0
61202,0,0,1,0,0,0
61203,0,0,0,1,0,0
61204,0,0,0,0,0,0
61205,1,0,0,0,0,1
61206,1,0,0,0,0,0
61207,0,1,0,0,0,0
61208,1,0,0,0,0,0
61209,0,0,0,1,0,0
61210,0,0,0,1,0,0
61211,1,0,0,0,0,1
61212,1,0,0,0,0,1
61213,0,0,0,0,0,1
61214,1,0,0,0,0,0
61215,0,0,0,0,1,0
61216,0,0,0,0,1,0
61217,0,0,0,0,0,0
61218,0,0,0,0,1,0
61219,1,0,0,0,1,0
61220,1,0,0,0,0,1
61221,0,0,0,0,0,1
61222,1,0,0,0,1,0
61223,0,0,0,0,0,1
61224,1,0,0,0,1,0
61225,0,0,1,0,0,0
61226,1,0,0,0,0,1
61227,0,0,0,0,0,0
61228,0,1,0,0,0,0
61229,1,1,0,0,0,0
61230,0,1,0,0,0,0
61231,0,0,0,0,1,0
61232,0,0,0,1,0,0
61233,0,0,0,0,1,0
61234,0,0,0,0,1,0
61235,0,1,0,0,0,0
61236,1,0,0,0,0,0
61237,1,0,1,0,0,0
61238,0,0,1,0,0,0
61239,0,1,0,0,0,0
61240,0,0,0,0,0,0
61241,0,0,0,1,0,0
61242,1,0,0,0,0,0
61243,0,0,0,0,0,0
61244,0,0,0,0,1,0
61245,1,0,0,1,0,0
61246,0,0,1,0,0,0
61247,0,1,0,0,0,0
61248,0,1,0,0,0,0
61249,1,0,0,0,1,0
61250,0,0,0,1,0,0
61251,1,0,0,0,1,0
61252,0,0,1,0,0,0
61253,1,0,0,0,0,1
61254,1,0,0,1,0,0
61255,0,0,0,1,0,0
61256,0,0,0,1,0,0
61257,0,0,1,0,0,0
61258,1,0,1,0,0,0
61259,0,0,0,0,0,1
61260,1,0,0,0,0,0
61261,0,0,0,1,0,0
61262,1,0,0,0,1,0
61263,0,1,0,0,0,0
61264,1,0,0,0,0,0
61265,0,0,0,0,0,1
61266,0,0,0,0,0,0
61267,0,0,0,0,0,1
61268,1,0,0,0,0,1
61269,0,0,0,0,0,0
61270,0,0,1,0,0,0
61271,0,0,0,0,0,1
61272,1,0,0,0,0,0
61273,0,0,0,0,0,1
61274,0,1,0,0,0,0
61275,0,0,1,0,0,0
61276,0,0,0,1,0,0
61277,0,0,0,0,0,0
61278,1,0,0,0,1,0
61279,0,1,0,0,0,0
61280,0,0,0,0,1,0
61281,1,1,0,0,0,0
61282,0,1,0,0,0,0
61283,0,0,0,0,0,0
61284,0,0,0,1,0,0
61285,0,0,0,0,1,0
61286,0,0,0,1,0,0
61287,1,0,1,0,0,0
61288,1,0,0,0,0,1
61289,1,0,0,1,0,0
61290,1,0,1,0,0,0
61291,1,0,0,0,1,0
61292,1,1,0,0,0,0
61293,0,0,0,0,0,0
61294,0,0,0,1,0,0
61295,0,0,0,1,0,0
61296,0,0,0,0,0,1
61297,0,0,0,0,0,1
61298,1,1,0,0,0,0
61299,0,0,0,0,0,0
61300,1,0,0,1,0,0
61301,0,0,1,0,0,0
61302,0,0,0,0,0,1
61303,0,0,0,0,0,1
61304,0,0,0,0,0,0
61305,0,0,0,0,1,0
61306,1,0,0,1,0,0
61307,1,0,0,0,1,0
61308,0,0,0,1,0,0
61309,0,0,0,0,0,0
61310,1,0,0,0,1,0
61311,0,0,0,0,0,0
61312,1,0,0,0,0,0
61313,0,0,0,0,0,1
61314,0,1,0,0,0,0
61315,0,0,0,0,1,0
61316,0,0,0,0,0,1
61317,1,0,0,0,0,0
61318,0,0,0,1,0,0
61319,0,0,0,0,0,1
61320,0,0,0,0,0,1
61321,1,0,0,0,0,0
61322,0,0,0,0,0,1
61323,0,0,1,0,0,0
61324,0,0,0,1,0,0
61325,0,0,0,1,0,0
61326,0,1,0,0,0,0
61327,0,0,0,0,0,1
61328,0,0,0,1,0,0
61329,0,0,1,0,0,0
61330,0,0,0,0,1,0
61331,0,0,0,0,0,0
61332,0,0,1,0,0,0
61333,0,0,0,0,0,1
61334,0,0,0,0,1,0
61335,0,0,0,0,0,0
61336,1,0,0,0,1,0
61337,1,0,0,0,1,0
61338,0,0,1,0,0,0
61339,1,0,0,0,0,1
61340,0,0,1,0,0,0
61341,0,0,0,1,0,0
61342,0,0,0,0,0,1
61343,1,0,0,0,0,0
61344,0,0,0,0,0,0
61345,1,0,0,0,0,0
61346,0,1,0,0,0,0
61347,1,0,0,1,0,0
61348,0,0,1,0,0,0
61349,0,1,0,0,0,0
61350,0,0,1,0,0,0
61351,1,0,0,0,0,0
61352,1,0,0,0,0,0
61353,1,0,1,0,0,0
61354,0,0,0,0,0,1
61355,0,0,0,0,0,1
61356,0,1,0,0,0,0
61357,0,0,0,0,1,0
61358,0,0,1,0,0,0
61359,0,0,0,1,0,0
61360,0,0,1,0,0,0
61361,0,0,0,0,0,0
61362,0,0,0,1,0,0
61363,1,0,0,0,1,0
61364,0,0,0,0,1,0
61365,0,0,0,0,0,0
61366,0,1,0,0,0,0
61367,1,0,0,0,0,1
61368,0,0,0,0,0,1
61369,0,0,1,0,0,0
61370,1,0,0,0,1,0
61371,1,0,0,0,1,0
61372,1,0,0,0,0,1
61373,1,0,0,1,0,0
61374,0,0,1,0,0,0
61375,0,0,0,0,1,0
61376,0,1,0,0,0,0
61377,0,0,0,0,1,0
61378,0,0,0,0,0,0
61379,0,0,1,0,0,0
61380,1,0,0,0,1,0
61381,0,1,0,0,0,0
61382,0,1,0,0,0,0
61383,0,0,0,0,0,0
61384,0,1,0,0,0,0
61385,0,0,1,0,0,0
61386,0,0,0,1,0,0
61387,0,0,1,0,0,0
61388,0,0,0,0,0,0
61389,1,1,0,0,0,0
61390,1,0,0,0,0,0
61391,1,0,0,0,1,0
61392,1,0,0,0,1,0
61393,0,0,0,0,0,0
61394,0,1,0,0,0,0
61395,0,0,1,0,0,0
61396,0,0,0,1,0,0
61397,1,0,0,0,0,1
61398,1,0,0,0,0,1
61399,0,0,0,1,0,0
61400,1,1,0,0,0,0
61401,1,0,0,1,0,0
61402,1,0,0,0,1,0
61403,0,0,0,0,0,0
61404,0,0,0,0,1,0
61405,1,0,0,0,0,1
61406,1,1,0,0,0,0
61407,1,1,0,0,0,0
61408,1,0,0,1,0,0
61409,0,0,0,0,0,1
61410,0,0,0,1,0,0
61411,0,0,0,0,0,0
61412,0,0,0,0,0,0
61413,0,0,0,1,0,0
61414,1,0,0,0,1,0
61415,0,0,0,0,0,0
61416,0,0,0,0,0,0
61417,1,0,0,0,0,1
61418,0,0,0,0,0,0
61419,0,0,0,0,0,0
61420,1,0,0,0,0,1
61421,0,0,1,0,0,0
61422,0,0,0,0,0,0
61423,1,0,1,0,0,0
61424,0,0,0,0,0,0
61425,0,0,0,0,0,1
61426,0,0,0,0,1,0
61427,0,0,0,0,0,0
61428,0,0,0,0,0,0
61429,0,0,0,0,0,1
61430,0,0,0,0,1,0
61431,1,1,0,0,0,0
61432,1,0,0,0,1,0
61433,1,1,0,0,0,0
61434,0,0,0,1,0,0
61435,1,1,0,0,0,0
61436,0,0,0,0,0,1
61437,0,0,0,0,0,0
61438,0,0,0,1,0,0
61439,0,0,1,0,0,0
61440,0,1,0,0,0,0
61441,0,0,0,1,0,0
61442,0,0,0,0,0,0
61443,0,1,0,0,0,0
61444,1,1,0,0,0,0
61445,0,0,1,0,0,0
61446,0,0,0,0,0,1
61447,0,1,0,0,0,0
61448,0,1,0,0,0,0
61449,1,1,0,0,0,0
61450,0,1,0,0,0,0
61451,0,0,0,0,0,1
61452,1,0,0,0,1,0
61453,1,1,0,0,0,0
61454,1,0,0,0,0,0
61455,0,0,0,0,0,1
61456,1,0,0,1,0,0
61457,1,0,0,0,0,0
61458,0,0,1,0,0,0
61459,0,0,1,0,0,0
61460,0,0,0,0,0,0
61461,0,1,0,0,0,0
61462,1,0,1,0,0,0
61463,1,1,0,0,0,0
61464,0,1,0,0,0,0
61465,0,0,0,1,0,0
61466,0,1,0,0,0,0
61467,1,0,0,0,0,0
61468,0,0,1,0,0,0
61469,0,0,0,0,0,0
61470,1,1,0,0,0,0
61471,0,0,0,0,0,1
61472,0,0,0,1,0,0
61473,0,0,1,0,0,0
61474,0,0,0,0,0,0
61475,0,1,0,0,0,0
61476,0,0,0,0,0,0
61477,0,0,0,0,0,1
61478,0,0,1,0,0,0
61479,0,0,0,0,1,0
61480,0,0,0,0,0,0
61481,0,0,1,0,0,0
61482,0,0,0,0,0,0
61483,1,0,0,0,1,0
61484,0,1,0,0,0,0
61485,0,0,1,0,0,0
61486,0,0,0,1,0,0
61487,0,0,0,1,0,0
61488,0,1,0,0,0,0
61489,0,0,0,0,0,1
61490,0,0,0,0,1,0
61491,0,0,0,0,0,1
61492,0,0,0,0,0,1
61493,1,0,0,0,0,0
61494,0,0,1,0,0,0
61495,0,0,0,0,0,0
61496,0,0,0,0,0,0
61497,0,0,0,0,0,1
61498,1,0,1,0,0,0
61499,0,0,1,0,0,0
61500,0,0,0,1,0,0
61501,0,1,0,0,0,0
61502,1,0,0,0,1,0
61503,1,0,0,0,1,0
61504,0,0,0,1,0,0
61505,1,0,1,0,0,0
61506,1,0,1,0,0,0
61507,0,0,0,0,0,0
61508,0,0,1,0,0,0
61509,0,1,0,0,0,0
61510,1,0,0,0,0,0
61511,0,1,0,0,0,0
61512,0,0,0,0,0,1
61513,1,0,0,0,1,0
61514,1,0,0,0,1,0
61515,1,0,0,0,0,1
61516,0,0,1,0,0,0
61517,0,0,0,0,0,0
61518,0,0,0,0,0,0
61519,1,0,0,0,1,0
61520,1,0,1,0,0,0
61521,1,1,0,0,0,0
61522,0,0,0,0,1,0
61523,0,0,0,0,0,0
61524,1,0,0,0,0,1
61525,0,0,0,0,0,1
61526,0,1,0,0,0,0
61527,1,0,0,1,0,0
61528,1,0,0,0,1,0
61529,0,0,0,0,0,0
61530,1,0,0,0,1,0
61531,0,0,1,0,0,0
61532,0,0,0,0,0,1
61533,0,0,0,1,0,0
61534,1,0,0,0,0,1
61535,0,0,0,0,0,1
61536,0,0,0,0,0,0
61537,1,0,0,0,0,0
61538,0,0,0,1,0,0
61539,0,0,0,0,1,0
61540,0,0,0,0,0,0
61541,0,0,0,0,0,0
61542,1,0,0,0,1,0
61543,0,1,0,0,0,0
61544,1,0,0,0,0,0
61545,1,0,0,0,0,0
61546,0,1,0,0,0,0
61547,0,0,0,1,0,0
61548,0,1,0,0,0,0
61549,1,0,0,0,0,1
61550,0,0,1,0,0,0
61551,1,1,0,0,0,0
61552,0,0,0,0,0,0
61553,1,0,0,0,0,0
61554,0,0,1,0,0,0
61555,1,0,0,0,1,0
61556,1,0,0,0,0,0
61557,0,0,0,1,0,0
61558,1,1,0,0,0,0
61559,0,0,0,0,1,0
61560,1,0,0,0,1,0
61561,0,0,0,0,0,0
61562,1,0,0,0,0,1
61563,0,0,0,0,1,0
61564,0,0,0,1,0,0
61565,0,0,1,0,0,0
61566,0,0,1,0,0,0
61567,0,0,0,0,0,1
61568,0,1,0,0,0,0
61569,0,0,0,1,0,0
61570,0,1,0,0,0,0
61571,1,0,0,0,0,1
61572,1,0,0,1,0,0
61573,0,1,0,0,0,0
61574,0,0,0,0,1,0
61575,0,0,0,1,0,0
61576,0,0,0,0,0,0
61577,0,0,0,1,0,0
61578,0,0,0,0,0,0
61579,1,0,1,0,0,0
61580,1,1,0,0,0,0
61581,1,0,0,0,0,1
61582,1,0,0,0,1,0
61583,0,0,0,0,0,0
61584,1,0,0,1,0,0
61585,1,0,0,0,0,1
61586,0,0,0,0,0,0
61587,0,0,0,0,1,0
61588,0,1,0,0,0,0
61589,0,0,1,0,0,0
61590,0,1,0,0,0,0
61591,0,1,0,0,0,0
61592,0,0,0,0,1,0
61593,0,0,0,0,0,0
61594,0,0,0,1,0,0
61595,0,0,0,0,0,1
61596,0,1,0,0,0,0
61597,0,0,0,0,0,0
61598,0,1,0,0,0,0
61599,0,0,0,0,0,1
61600,1,0,1,0,0,0
61601,1,0,0,1,0,0
61602,1,0,0,0,0,1
61603,1,0,1,0,0,0
61604,1,0,1,0,0,0
61605,1,0,0,0,0,1
61606,1,0,1,0,0,0
61607,0,0,0,1,0,0
61608,0,0,0,0,1,0
61609,1,0,0,0,1,0
61610,1,0,0,0,1,0
61611,0,0,0,0,0,1
61612,1,0,1,0,0,0
61613,0,0,0,0,0,1
61614,0,0,1,0,0,0
61615,0,0,0,0,0,1
61616,1,0,1,0,0,0
61617,1,0,1,0,0,0
61618,1,1,0,0,0,0
61619,0,0,0,0,1,0
61620,0,0,0,0,1,0
61621,0,0,0,0,0,1
61622,1,1,0,0,0,0
61623,0,0,0,1,0,0
61624,1,0,0,0,0,0
61625,0,0,0,0,0,1
61626,1,0,0,0,0,1
61627,1,0,0,0,0,1
61628,1,0,0,1,0,0
61629,1,0,0,0,0,1
61630,0,0,1,0,0,0
61631,0,0,0,1,0,0
61632,0,0,0,0,1,0
61633,0,0,1,0,0,0
61634,0,0,0,1,0,0
61635,1,0,0,1,0,0
61636,1,0,0,0,0,0
61637,1,0,0,0,1,0
61638,0,0,0,1,0,0
61639,0,0,0,0,0,0
61640,1,0,0,0,0,0
61641,0,0,1,0,0,0
61642,1,0,0,1,0,0
61643,1,0,0,0,0,0
61644,1,0,0,0,1,0
61645,0,0,0,0,0,1
61646,1,0,1,0,0,0
61647,0,0,0,0,0,1
61648,0,0,0,0,0,0
61649,1,0,0,0,1,0
61650,1,0,0,1,0,0
61651,0,0,0,1,0,0
61652,1,0,1,0,0,0
61653,1,0,0,0,0,1
61654,1,0,0,0,0,0
61655,1,1,0,0,0,0
61656,1,0,1,0,0,0
61657,0,1,0,0,0,0
61658,1,0,1,0,0,0
61659,0,0,0,0,0,0
61660,0,0,0,0,0,0
61661,0,0,0,0,0,0
61662,1,0,0,0,1,0
61663,0,1,0,0,0,0
61664,0,0,0,1,0,0
61665,0,0,0,0,0,1
61666,1,0,0,0,0,1
61667,1,0,0,0,1,0
61668,1,0,0,1,0,0
61669,0,1,0,0,0,0
61670,0,0,1,0,0,0
61671,0,0,0,0,0,1
61672,0,0,0,1,0,0
61673,0,0,1,0,0,0
61674,0,0,0,1,0,0
61675,1,0,1,0,0,0
61676,1,0,0,0,0,0
61677,0,1,0,0,0,0
61678,0,1,0,0,0,0
61679,0,0,0,0,0,1
61680,1,0,0,1,0,0
61681,0,0,0,0,0,1
61682,1,0,0,0,0,0
61683,0,0,0,0,0,0
61684,0,0,1,0,0,0
61685,1,0,0,0,0,1
61686,1,0,0,0,1,0
61687,1,0,0,0,0,0
61688,0,0,0,0,1,0
61689,0,0,0,0,0,0
61690,0,0,1,0,0,0
61691,1,0,0,0,0,0
61692,0,0,0,0,0,1
61693,0,1,0,0,0,0
61694,0,0,0,0,0,1
61695,1,0,0,0,1,0
61696,0,0,1,0,0,0
61697,0,0,0,0,1,0
61698,1,0,0,0,0,0
61699,0,0,0,0,1,0
61700,1,0,0,0,1,0
61701,0,0,0,0,1,0
61702,1,0,0,0,0,1
61703,0,0,0,0,0,0
61704,1,0,1,0,0,0
61705,0,0,0,1,0,0
61706,0,0,0,0,0,0
61707,0,0,0,0,0,0
61708,1,0,0,0,0,1
61709,0,0,1,0,0,0
61710,1,0,0,1,0,0
61711,0,0,0,0,0,1
61712,1,0,0,0,1,0
61713,1,0,0,0,1,0
61714,0,0,0,1,0,0
61715,1,0,0,0,0,1
61716,1,0,0,0,1,0
61717,0,0,0,0,1,0
61718,0,0,0,1,0,0
61719,0,0,1,0,0,0
61720,0,0,0,0,1,0
61721,0,0,0,0,0,1
61722,0,0,1,0,0,0
61723,1,0,0,0,0,0
61724,1,0,0,0,1,0
61725,0,0,0,1,0,0
61726,1,1,0,0,0,0
61727,1,0,0,0,1,0
61728,0,1,0,0,0,0
61729,0,0,0,0,0,0
61730,1,1,0,0,0,0
61731,1,0,1,0,0,0
61732,0,1,0,0,0,0
61733,1,0,0,0,0,0
61734,1,1,0,0,0,0
61735,1,0,0,0,0,0
61736,0,0,0,0,0,0
61737,0,0,0,0,0,1
61738,0,0,0,1,0,0
61739,1,0,0,0,0,1
61740,1,1,0,0,0,0
61741,0,0,0,0,0,1
61742,0,0,0,1,0,0
61743,0,0,0,1,0,0
61744,0,0,0,1,0,0
61745,1,0,1,0,0,0
61746,0,0,1,0,0,0
61747,1,0,0,0,0,0
61748,0,0,0,1,0,0
61749,0,0,0,0,1,0
61750,0,0,0,0,0,1
61751,0,0,0,0,1,0
61752,0,0,0,1,0,0
61753,1,0,0,0,0,1
61754,0,1,0,0,0,0
61755,0,1,0,0,0,0
61756,0,0,0,0,0,1
61757,1,0,0,0,0,1
61758,0,0,0,1,0,0
61759,0,0,1,0,0,0
61760,0,0,0,1,0,0
61761,0,0,0,0,0,0
61762,1,0,0,0,1,0
61763,0,0,0,0,0,1
61764,0,0,1,0,0,0
61765,0,1,0,0,0,0
61766,0,0,0,0,0,0
61767,1,0,0,0,1,0
61768,1,0,0,0,0,0
61769,1,1,0,0,0,0
61770,0,0,0,0,0,0
61771,1,0,0,0,1,0
61772,1,0,0,1,0,0
61773,0,0,0,1,0,0
61774,1,0,0,0,0,1
61775,0,0,0,0,0,1
61776,0,0,0,1,0,0
61777,1,0,1,0,0,0
61778,0,0,1,0,0,0
61779,0,0,0,0,0,1
61780,0,0,0,0,1,0
61781,0,0,0,0,0,0
61782,0,0,0,0,0,1
61783,0,1,0,0,0,0
61784,1,0,0,1,0,0
61785,0,0,0,0,0,0
61786,0,0,0,0,1,0
61787,0,0,0,0,0,0
61788,1,0,0,1,0,0
61789,0,0,0,0,0,1
61790,1,0,0,0,0,1
61791,1,1,0,0,0,0
61792,0,0,1,0,0,0
61793,0,0,0,0,0,1
61794,0,0,1,0,0,0
61795,0,1,0,0,0,0
61796,0,0,0,1,0,0
61797,0,0,0,0,0,1
61798,1,0,0,0,0,0
61799,0,0,1,0,0,0
61800,0,0,0,0,0,0
61801,0,0,0,1,0,0
61802,0,0,0,0,0,1
61803,0,0,0,0,0,1
61804,1,0,0,0,1,0
61805,0,0,0,0,1,0
61806,1,0,0,0,1,0
61807,0,0,0,0,1,0
61808,0,0,1,0,0,0
61809,0,0,1,0,0,0
61810,1,0,0,1,0,0
61811,0,1,0,0,0,0
61812,0,1,0,0,0,0
61813,0,1,0,0,0,0
61814,1,0,0,0,1,0
61815,0,0,1,0,0,0
61816,0,0,0,0,0,0
61817,0,0,0,0,0,0
61818,0,0,0,0,0,1
61819,1,1,0,0,0,0
61820,0,0,0,0,0,0
61821,0,0,1,0,0,0
61822,0,0,1,0,0,0
61823,1,0,0,0,1,0
61824,0,0,1,0,0,0
61825,0,0,0,0,0,1
61826,1,0,0,0,1,0
61827,1,0,1,0,0,0
61828,0,0,1,0,0,0
61829,0,0,0,0,1,0
61830,0,0,0,0,0,1
61831,1,1,0,0,0,0
61832,1,0,1,0,0,0
61833,0,0,0,0,0,0
61834,0,0,0,0,0,1
61835,0,0,0,0,1,0
61836,1,1,0,0,0,0
61837,0,0,0,0,0,0
61838,0,0,0,1,0,0
61839,0,0,0,1,0,0
61840,1,0,0,1,0,0
61841,0,0,0,0,0,0
61842,1,0,0,0,1,0
61843,0,0,0,0,0,0
61844,0,0,0,0,0,1
61845,0,0,0,0,0,0
61846,1,0,0,0,1,0
61847,1,0,1,0,0,0
61848,0,1,0,0,0,0
61849,0,0,0,1,0,0
61850,0,0,0,0,0,0
61851,0,0,0,0,0,1
61852,0,0,1,0,0,0
61853,0,0,0,0,1,0
61854,1,0,0,0,0,0
61855,1,0,0,0,0,0
61856,1,0,0,0,0,0
61857,0,0,1,0,0,0
61858,0,0,0,0,0,0
61859,1,0,1,0,0,0
61860,1,1,0,0,0,0
61861,0,0,1,0,0,0
61862,1,1,0,0,0,0
61863,0,0,1,0,0,0
61864,0,0,0,0,0,0
61865,1,0,1,0,0,0
61866,1,0,0,0,0,1
61867,0,0,0,0,0,1
61868,1,0,0,0,0,0
61869,1,0,0,0,0,1
61870,0,1,0,0,0,0
61871,0,0,0,0,0,1
61872,1,0,1,0,0,0
61873,0,0,0,1,0,0
61874,0,0,0,0,0,1
61875,0,0,0,0,0,1
61876,1,0,0,1,0,0
61877,1,0,0,0,1,0
61878,0,0,0,0,1,0
61879,1,0,1,0,0,0
61880,0,0,0,0,1,0
61881,1,0,0,0,0,1
61882,0,0,0,0,1,0
61883,1,0,0,0,1,0
61884,0,0,0,0,0,0
61885,0,0,1,0,0,0
61886,1,0,0,0,1,0
61887,0,0,0,0,0,0
61888,0,0,1,0,0,0
61889,0,0,1,0,0,0
61890,1,0,0,0,0,0
61891,0,0,0,1,0,0
61892,0,0,0,0,0,0
61893,1,0,0,0,0,0
61894,0,0,0,0,0,1
61895,0,1,0,0,0,0
61896,0,0,0,1,0,0
61897,1,0,0,0,1,0
61898,0,0,0,0,0,1
61899,0,0,0,0,0,1
61900,1,0,0,0,1,0
61901,0,0,0,0,1,0
61902,0,0,0,0,0,0
61903,0,1,0,0,0,0
61904,0,0,1,0,0,0
61905,0,0,0,0,0,1
61906,0,0,0,0,0,1
61907,0,0,0,0,1,0
61908,0,0,0,0,0,1
61909,0,0,1,0,0,0
61910,0,0,0,0,0,1
61911,0,1,0,0,0,0
61912,0,0,0,0,0,1
61913,0,1,0,0,0,0
61914,0,0,0,0,0,1
61915,1,0,0,0,1,0
61916,0,0,0,0,0,0
61917,0,0,0,0,0,1
61918,1,0,0,0,0,0
61919,0,0,0,0,0,1
61920,0,0,1,0,0,0
61921,1,0,1,0,0,0
61922,1,0,0,1,0,0
61923,1,0,0,0,0,0
61924,1,0,0,0,0,0
61925,1,0,1,0,0,0
61926,0,0,0,0,1,0
61927,1,0,0,0,1,0
61928,0,0,1,0,0,0
61929,0,0,0,0,0,0
61930,0,0,0,1,0,0
61931,0,0,0,0,1,0
61932,1,0,0,1,0,0
61933,0,0,0,0,0,1
61934,0,0,0,0,0,0
